#{"t_start": 1786518011.4113042, "env_id": "None"}
r,l,t,completed,constraint_success,distance_failure,time_failure,joint_success,corridor_violation_steps,fov_violation_steps,total_speed_violation_steps,closing_speed_violation_steps,phase2_stage
-35.832849,679,1670.847789,False,False,True,False,False,263,568,556,165,warmup
-42.608936,1074,1696.113612,False,False,True,False,False,540,692,568,80,warmup
-33.290828,457,1706.412872,False,False,True,False,False,387,317,404,184,warmup
-36.385041,577,1719.835725,False,False,True,False,False,456,252,504,254,warmup
-41.815835,538,1732.18205,False,False,True,False,False,423,329,448,435,warmup
-37.437342,657,1747.092424,False,False,True,False,False,530,357,569,239,warmup
-37.878645,532,1759.46246,False,False,True,False,False,454,283,467,300,warmup
-32.461866,349,1767.533337,False,False,True,False,False,288,163,308,213,warmup
-34.039924,564,1780.405973,False,False,True,False,False,452,153,456,245,warmup
-33.867116,490,1791.60692,False,False,True,False,False,390,192,352,306,warmup
-33.998911,605,1805.724678,False,False,True,False,False,440,379,479,169,warmup
-41.92226,672,1820.96794,False,False,True,False,False,553,418,517,428,warmup
-31.952721,452,1831.177073,False,False,True,False,False,289,166,341,199,warmup
-32.240261,453,1841.372139,False,False,True,False,False,304,268,373,145,warmup
-30.256933,561,1854.246114,False,False,True,False,False,225,198,413,0,warmup
-27.534742,535,1866.6078,False,False,True,False,False,456,153,488,0,warmup
-32.444338,556,1879.268918,False,False,True,False,False,487,291,442,96,warmup
-35.042901,684,1895.749982,False,False,True,False,False,0,540,518,0,warmup
-35.203238,604,1909.577602,False,False,True,False,False,437,340,485,139,warmup
-31.750599,534,1921.624049,False,False,True,False,False,203,434,356,87,warmup
-30.952944,476,1932.318807,False,False,True,False,False,192,280,375,0,warmup
-35.74051,554,1944.786926,False,False,True,False,False,360,269,423,171,warmup
-44.912805,769,1962.777007,False,False,True,False,False,704,654,715,286,warmup
-28.703743,330,1970.214209,False,False,True,False,False,0,250,269,0,warmup
-39.493885,619,1984.453213,False,False,True,False,False,514,347,517,307,warmup
-47.303295,1014,2007.686641,False,False,True,False,False,891,807,515,239,warmup
-28.998128,544,2020.089546,False,False,True,False,False,187,226,403,0,warmup
-28.654984,383,2028.71076,False,False,True,False,False,128,227,303,0,warmup
-51.781827,1151,2054.584254,False,False,True,False,False,711,861,848,226,warmup
-28.928069,362,2062.727155,False,False,True,False,False,83,189,280,0,warmup
-28.571082,450,2072.968443,False,False,True,False,False,64,339,266,0,warmup
-34.821277,624,2087.501607,False,False,True,False,False,454,523,500,91,warmup
-30.213575,410,2096.782294,False,False,True,False,False,200,260,281,35,warmup
-31.014207,385,2105.63257,False,False,True,False,False,77,264,311,0,warmup
-31.374113,480,2116.643301,False,False,True,False,False,0,350,321,0,warmup
-30.796151,548,2128.915558,False,False,True,False,False,0,434,365,0,warmup
-32.07292,561,2141.873066,False,False,True,False,False,129,391,363,0,warmup
-35.428461,876,2161.824891,False,False,True,False,False,14,792,363,0,warmup
-34.412229,521,2173.583735,False,False,True,False,False,396,302,424,128,warmup
-39.050291,623,2187.679475,False,False,True,False,False,438,341,549,210,warmup
-35.2412,558,2200.41047,False,False,True,False,False,243,427,298,112,warmup
-34.073924,547,2212.722876,False,False,True,False,False,428,321,481,200,warmup
-37.10461,520,2224.49022,False,False,True,False,False,378,319,361,222,warmup
-40.309269,647,2239.427703,False,False,True,False,False,550,489,542,301,warmup
-36.521301,814,2312.757082,False,False,True,False,False,502,457,561,136,warmup
-51.467633,930,2333.775368,False,False,True,False,False,827,605,788,476,warmup
-29.535664,328,2341.194096,False,False,True,False,False,266,201,280,83,warmup
-35.84804,501,2352.472548,False,False,True,False,False,412,240,419,299,warmup
-34.641094,504,2363.996201,False,False,True,False,False,395,251,422,278,warmup
-33.602336,410,2373.305716,False,False,True,False,False,345,275,346,243,warmup
-31.074849,594,2386.570534,False,False,True,False,False,0,236,283,0,warmup
-32.347578,475,2398.08121,False,False,True,False,False,356,221,371,117,warmup
-33.369225,487,2409.114371,False,False,True,False,False,266,292,422,157,warmup
-34.886527,486,2420.037299,False,False,True,False,False,375,303,305,384,warmup
-30.125562,381,2429.333628,False,False,True,False,False,301,229,288,0,warmup
-35.700801,547,2441.775465,False,False,True,False,False,450,317,462,219,warmup
-31.766722,458,2452.070891,False,False,True,False,False,299,208,389,62,warmup
-47.380478,779,2469.540813,False,False,True,False,False,637,495,553,293,warmup
-33.928393,465,2480.052862,False,False,True,False,False,352,382,389,234,warmup
-28.841705,499,2491.298183,False,False,True,False,False,329,289,373,91,warmup
-35.790095,564,2504.080948,False,False,True,False,False,492,493,374,303,warmup
-35.740283,461,2514.819555,False,False,True,False,False,335,244,396,356,warmup
-30.554929,421,2524.431192,False,False,True,False,False,357,197,356,142,warmup
-44.527993,696,2540.289633,False,False,True,False,False,637,505,423,469,warmup
-29.967016,416,2549.792066,False,False,True,False,False,263,258,289,0,warmup
-71.482504,1805,2590.913226,False,False,True,False,False,1492,1235,1229,1013,warmup
-42.504173,568,2603.9644,False,False,True,False,False,494,379,526,548,warmup
-37.085746,502,2615.323264,False,False,True,False,False,370,314,428,387,warmup
-30.203245,432,2624.998209,False,False,True,False,False,346,183,295,132,warmup
-44.361794,740,2641.652993,False,False,True,False,False,658,342,674,450,warmup
-44.090519,675,2657.293821,False,False,True,False,False,574,507,579,443,warmup
-39.526302,498,2668.577848,False,False,True,False,False,423,229,422,411,warmup
-41.077213,627,2682.996768,False,False,True,False,False,532,383,568,544,warmup
-36.407018,459,2693.322664,False,False,True,False,False,374,36,351,432,warmup
-34.338261,509,2704.716616,False,False,True,False,False,422,293,438,246,warmup
-32.704932,488,2715.526619,False,False,True,False,False,390,73,400,236,warmup
-31.969153,632,2729.863677,False,False,True,False,False,128,452,420,0,warmup
-48.689872,925,2750.997028,False,False,True,False,False,515,604,837,480,warmup
-33.427015,415,2760.494369,False,False,True,False,False,308,314,358,247,warmup
-28.363218,410,2769.977248,False,False,True,False,False,286,156,351,0,warmup
-42.031393,759,2787.540126,False,False,True,False,False,489,485,590,189,warmup
-37.171998,862,2807.939851,False,False,True,False,False,810,752,540,14,warmup
-37.660715,454,2818.571558,False,False,True,False,False,373,251,408,341,warmup
-33.147557,412,2827.887097,False,False,True,False,False,319,285,362,211,warmup
-29.770218,361,2835.998617,False,False,True,False,False,277,216,297,116,warmup
-35.040631,480,2847.075327,False,False,True,False,False,405,149,424,223,warmup
-41.076319,639,2861.714108,False,False,True,False,False,563,524,576,218,warmup
-32.102619,541,2874.648754,False,False,True,False,False,0,320,416,0,warmup
-46.285247,702,2890.721042,False,False,True,False,False,633,383,628,536,warmup
-40.278314,610,2904.585585,False,False,True,False,False,521,379,534,122,warmup
-41.677116,626,2918.678581,False,False,True,False,False,471,346,547,420,warmup
-32.091214,548,2931.269205,False,False,True,False,False,235,452,444,0,warmup
-33.946494,692,2946.976067,False,False,True,False,False,225,538,500,195,warmup
-45.16479,742,2963.721947,False,False,True,False,False,540,514,390,299,warmup
-30.079267,379,2972.356271,False,False,True,False,False,259,294,269,0,warmup
-31.914077,429,2982.85109,False,False,True,False,False,358,154,361,140,warmup
-33.850071,515,2994.777379,False,False,True,False,False,420,450,437,19,warmup
-41.145132,619,3009.116191,False,False,True,False,False,544,370,538,327,warmup
-29.770191,397,3018.083409,False,False,True,False,False,302,343,318,75,warmup
-34.702412,592,3031.593489,False,False,True,False,False,356,413,364,34,warmup
-42.311023,669,3047.225487,False,False,True,False,False,578,462,560,356,warmup
-35.161214,651,3062.334847,False,False,True,False,False,352,554,392,62,warmup
-34.372623,545,3074.675053,False,False,True,False,False,319,224,286,173,warmup
-42.983165,862,3094.155421,False,False,True,False,False,468,513,738,272,warmup
-37.059193,658,3109.262663,False,False,True,False,False,599,447,526,128,warmup
-50.320086,1196,3136.733114,False,False,True,False,False,995,841,904,513,warmup
-29.861874,451,3147.128358,False,False,True,False,False,337,326,353,0,warmup
-32.634046,523,3159.486398,False,False,True,False,False,391,335,427,61,warmup
-30.611385,364,3167.815611,False,False,True,False,False,287,89,314,149,warmup
-30.73626,581,3180.74523,False,False,True,False,False,187,264,498,86,warmup
-34.453361,567,3193.698385,False,False,True,False,False,489,381,508,165,warmup
-47.543591,871,3213.417008,False,False,True,False,False,691,565,761,277,warmup
-41.742137,660,3228.353369,False,False,True,False,False,558,354,592,371,warmup
-37.400814,544,3240.561502,False,False,True,False,False,414,403,422,255,warmup
-39.762077,732,3256.80763,False,False,True,False,False,434,653,623,212,warmup
-44.076019,825,3275.889417,False,False,True,False,False,698,592,548,131,warmup
-35.9781,515,3287.624103,False,False,True,False,False,443,370,453,461,warmup
-34.351719,405,3297.021316,False,False,True,False,False,334,271,350,353,warmup
-37.072151,536,3309.29277,False,False,True,False,False,409,458,429,192,warmup
-38.30518,529,3321.47984,False,False,True,False,False,468,302,468,465,warmup
-39.265348,529,3333.355764,False,False,True,False,False,456,306,450,475,warmup
-28.209815,381,3342.013727,False,False,True,False,False,299,104,320,73,warmup
-38.931667,575,3355.165654,False,False,True,False,False,448,412,512,229,warmup
-37.196855,536,3367.533493,False,False,True,False,False,431,288,461,363,warmup
-45.659568,772,3385.275772,False,False,True,False,False,695,626,639,310,warmup
-35.938666,419,3394.923414,False,False,True,False,False,305,257,348,212,warmup
-48.459745,1011,3417.877606,False,False,True,False,False,818,904,771,503,warmup
-38.460242,571,3430.969097,False,False,True,False,False,493,420,473,323,warmup
-33.989801,458,3441.36456,False,False,True,False,False,361,326,383,394,warmup
