#{"t_start": 1786614590.6308167, "env_id": "None"}
r,l,t,completed,gate_reached,constraint_success,distance_failure,time_failure,mission_phase
-22.523097,104,2094.519542,False,False,True,False,False,0
-35.390718,297,2097.794569,False,False,True,False,False,0
-28.238073,192,2100.08756,False,False,True,False,False,0
-233.97684,759,2108.682901,False,False,True,False,False,0
-107.011809,369,2112.886023,False,False,True,False,False,0
-23.762987,152,2114.69877,False,False,True,False,False,0
-18.218358,145,2116.381827,False,False,True,False,False,0
-222.867397,1935,2138.796029,False,False,True,False,False,0
-96.233678,572,2145.135795,False,False,True,False,False,0
-69.247759,532,2151.314611,False,False,True,False,False,0
-16.326676,101,2152.453155,False,False,True,False,False,0
-66.642289,354,2156.490993,False,False,True,False,False,0
-18.295019,161,2158.363076,False,False,True,False,False,0
-102.254637,211,2160.736399,False,False,True,False,False,0
-22.049109,113,2162.064591,False,False,True,False,False,0
-78.39566,305,2165.619836,False,False,True,False,False,0
-14.654144,128,2167.157402,False,False,True,False,False,0
-39.596083,406,2171.594714,False,False,True,False,False,0
-14.025496,115,2173.017761,False,False,True,False,False,0
-20.985952,151,2174.741356,False,False,True,False,False,0
-20.717759,102,2175.861876,False,False,True,False,False,0
-19.472864,109,2177.06977,False,False,True,False,False,0
-38.183819,433,2182.139684,False,False,True,False,False,0
-55.923236,423,2186.937447,False,False,True,False,False,0
-43.238816,166,2188.880438,False,False,True,False,False,0
-112.179836,364,2193.186358,False,False,True,False,False,0
-21.021003,187,2195.443632,False,False,True,False,False,0
-31.862053,240,2198.231562,False,False,True,False,False,0
-20.298161,158,2200.078431,False,False,True,False,False,0
-30.763415,412,2204.754242,False,False,True,False,False,0
-57.791959,295,2208.236184,False,False,True,False,False,0
-17.821511,130,2209.786225,False,False,True,False,False,0
-20.736788,285,2213.120096,False,False,True,False,False,0
-19.291585,161,2214.977951,False,False,True,False,False,0
-22.102412,132,2216.483478,False,False,True,False,False,0
-14.935777,73,2217.377187,False,False,True,False,False,0
-32.636001,298,2220.793673,False,False,True,False,False,0
-33.613415,273,2223.985519,False,False,True,False,False,0
-100.928752,569,2230.451558,False,False,True,False,False,0
-42.621412,341,2234.487298,False,False,True,False,False,0
-35.749243,158,2236.284837,False,False,True,False,False,0
-83.892272,653,2244.955095,False,False,True,False,False,0
-18.580421,94,2246.277473,False,False,True,False,False,0
-19.134751,109,2247.743423,False,False,True,False,False,0
-20.53553,139,2249.78818,False,False,True,False,False,0
-31.041173,313,2254.314593,False,False,True,False,False,0
-26.284166,168,2256.823636,False,False,True,False,False,0
-26.768663,144,2259.190357,False,False,True,False,False,0
-18.885406,218,2262.253838,False,False,True,False,False,0
-21.794442,179,2264.847533,False,False,True,False,False,0
-23.992645,161,2266.891693,False,False,True,False,False,0
-23.452531,141,2268.607961,False,False,True,False,False,0
-99.203263,968,2280.212387,False,False,True,False,False,0
-17.291767,104,2281.527021,False,False,True,False,False,0
-18.805794,146,2283.27718,False,False,True,False,False,0
-82.10602,495,2289.411074,False,False,True,False,False,0
-33.812984,204,2291.897148,False,False,True,False,False,0
-18.562691,162,2293.853424,False,False,True,False,False,0
-16.52382,127,2295.350103,False,False,True,False,False,0
-24.671614,211,2297.884489,False,False,True,False,False,0
-36.216635,226,2300.610402,False,False,True,False,False,0
-38.261207,350,2304.693388,False,False,True,False,False,0
-23.793909,256,2307.773988,False,False,True,False,False,0
-26.241674,225,2310.44368,False,False,True,False,False,0
-37.435053,191,2313.443757,False,False,True,False,False,0
-31.172242,250,2316.443522,False,False,True,False,False,0
-29.809192,205,2319.147535,False,False,True,False,False,0
-63.723537,364,2323.479141,False,False,True,False,False,0
-38.362039,338,2327.564682,False,False,True,False,False,0
-30.965766,157,2329.370083,False,False,True,False,False,0
-15.21321,83,2330.441591,False,False,True,False,False,0
-22.210906,95,2331.6308,False,False,True,False,False,0
-67.010728,291,2335.100917,False,False,True,False,False,0
-18.385474,118,2336.484155,False,False,True,False,False,0
-241.534473,1172,2350.737417,False,False,True,False,False,0
-24.193719,97,2351.877184,False,False,True,False,False,0
-28.390816,255,2355.035655,False,False,True,False,False,0
-22.823618,115,2356.385692,False,False,True,False,False,0
-42.406287,230,2359.157058,False,False,True,False,False,0
-25.186799,153,2361.014364,False,False,True,False,False,0
-15.145557,102,2362.180723,False,False,True,False,False,0
-17.259276,141,2363.84566,False,False,True,False,False,0
