#{"t_start": 1786621830.1048653, "env_id": "None"}
r,l,t,completed,gate_reached,constraint_success,distance_failure,time_failure,mission_phase
-73.205518,445,1993.448139,False,False,True,False,False,0
-75.455417,634,2000.368485,False,False,True,False,False,0
-149.001438,519,2005.78237,False,False,True,False,False,0
-26.757705,351,2009.445673,False,False,True,False,False,0
-64.086273,391,2013.53336,False,False,True,False,False,0
-22.744513,305,2016.742532,False,False,True,False,False,0
-83.538347,812,2025.306011,False,False,True,False,False,0
-29.078634,118,2026.522224,False,False,True,False,False,0
-39.632116,136,2028.000628,False,False,True,False,False,0
-65.759312,811,2036.445625,False,False,True,False,False,0
-72.123469,377,2040.406342,False,False,True,False,False,0
-34.184488,228,2042.8156,False,False,True,False,False,0
-103.80922,607,2049.164766,False,False,True,False,False,0
-19.983704,128,2050.608354,False,False,True,False,False,0
-94.798543,696,2057.804078,False,False,True,False,False,0
-21.483968,200,2059.77981,False,False,True,False,False,0
-27.378537,115,2061.052391,False,False,True,False,False,0
-18.544645,172,2062.960351,False,False,True,False,False,0
-29.018021,218,2065.261882,False,False,True,False,False,0
-45.728667,278,2068.130845,False,False,True,False,False,0
-14.260668,255,2070.974767,False,False,True,False,False,0
-49.617884,263,2073.623026,False,False,True,False,False,0
-19.060685,121,2074.952407,False,False,True,False,False,0
-68.662506,335,2078.549021,False,False,True,False,False,0
-23.874025,85,2079.381539,False,False,True,False,False,0
-67.163688,187,2081.371556,False,False,True,False,False,0
-21.99481,150,2083.077182,False,False,True,False,False,0
-23.461328,343,2086.664117,False,False,True,False,False,0
-31.313041,104,2087.817503,False,False,True,False,False,0
-44.685269,199,2089.905094,False,False,True,False,False,0
-35.336344,333,2093.395897,False,False,True,False,False,0
-70.590611,405,2097.530472,False,False,True,False,False,0
-46.965144,87,2098.552643,False,False,True,False,False,0
-27.156283,58,2099.165602,False,False,True,False,False,0
-96.895682,457,2103.932176,False,False,True,False,False,0
-32.309275,206,2106.102226,False,False,True,False,False,0
-37.775332,234,2108.371971,False,False,True,False,False,0
-84.344158,530,2113.868603,False,False,True,False,False,0
-19.708132,165,2115.734708,False,False,True,False,False,0
-61.086645,137,2117.142029,False,False,True,False,False,0
-26.398471,280,2120.058867,False,False,True,False,False,0
-79.756537,458,2125.016835,False,False,True,False,False,0
-85.063337,611,2131.384327,False,False,True,True,False,0
-68.556785,722,2138.971965,False,False,True,False,False,0
-56.670103,386,2143.034223,False,False,True,False,False,0
-52.717317,355,2146.708808,False,False,True,False,False,0
-67.123805,407,2151.009795,False,False,True,False,False,0
-51.928744,306,2154.224405,False,False,True,False,False,0
-74.771984,550,2160.108342,False,False,True,False,False,0
-18.855617,180,2161.917634,False,False,True,False,False,0
-58.397347,293,2165.056823,False,False,True,False,False,0
-36.178122,318,2168.452827,False,False,True,False,False,0
-18.767495,246,2171.005356,False,False,True,False,False,0
-78.122011,333,2174.512851,False,False,True,False,False,0
-57.736488,232,2176.979281,False,False,True,False,False,0
-27.626206,110,2178.159644,False,False,True,False,False,0
-33.769301,240,2180.542836,False,False,True,False,False,0
-52.326319,291,2183.695769,False,False,True,False,False,0
-18.899541,627,2190.257389,False,False,True,False,False,0
-24.764834,121,2191.504159,False,False,True,False,False,0
-52.080051,388,2195.540642,False,False,True,False,False,0
-49.998935,358,2199.273652,False,False,True,False,False,0
-57.21902,877,2234.439105,False,False,True,False,False,0
-55.809743,436,2238.914616,False,False,True,False,False,0
-25.482919,239,2241.432364,False,False,True,False,False,0
-64.82775,609,2248.086256,False,False,True,False,False,0
-50.195205,316,2251.397747,False,False,True,False,False,0
-77.678006,492,2256.478452,False,False,True,True,False,0
-20.209818,135,2257.936111,False,False,True,False,False,0
-369.784326,532,2263.467983,False,False,True,False,False,0
-49.763229,397,2267.631227,False,False,True,False,False,0
-51.936476,411,2271.838584,False,False,True,False,False,0
-44.75567,424,2276.324993,False,False,True,False,False,0
-146.798069,440,2280.81579,False,False,True,False,False,0
-76.864132,412,2285.087607,False,False,True,False,False,0
-43.793378,271,2287.909292,False,False,True,False,False,0
-211.206384,614,2294.719234,False,False,True,False,False,0
-36.841428,280,2297.795732,False,False,True,False,False,0
-22.710926,335,2301.329646,False,False,True,False,False,0
-84.192926,692,2308.548282,False,False,True,False,False,0
-38.489444,248,2311.179807,False,False,True,False,False,0
-96.768789,770,2319.293245,False,False,True,False,False,0
-53.18593,322,2322.658527,False,False,True,False,False,0
-26.536737,102,2323.674166,False,False,True,False,False,0
-97.616296,452,2328.360754,False,False,True,False,False,0
-56.153437,250,2330.966846,False,False,True,False,False,0
-26.237699,436,2335.424884,False,False,True,False,False,0
-40.204079,530,2340.981585,False,False,True,False,False,0
-121.781376,797,2349.323029,False,False,True,False,False,0
-35.207967,92,2350.322797,False,False,True,False,False,0
-41.822238,301,2353.427859,False,False,True,False,False,0
-29.949582,121,2354.598526,False,False,True,False,False,0
-59.053184,296,2357.756447,False,False,True,False,False,0
-34.587524,132,2359.132394,False,False,True,False,False,0
-36.448527,151,2360.694291,False,False,True,False,False,0
-32.820446,148,2362.217042,False,False,True,False,False,0
-88.60572,673,2369.233765,False,False,True,False,False,0
-51.279735,505,2374.367738,False,False,True,False,False,0
-62.67958,184,2376.282809,False,False,True,False,False,0
