#{"t_start": 1786602476.118577, "env_id": "None"}
r,l,t,completed,gate_reached,constraint_success,distance_failure,time_failure,mission_phase
-76.583643,91,2132.127697,False,False,True,False,False,0
-25.376774,44,2133.535181,False,False,True,False,False,0
-31.235705,56,2135.242064,False,False,True,False,False,0
-42.061592,82,2137.723763,False,False,True,False,False,0
-49.150038,127,2141.689861,False,False,True,False,False,0
-60.020599,139,2146.31569,False,False,True,False,False,0
-42.894391,71,2148.791741,False,False,True,False,False,0
-28.439722,64,2150.816983,False,False,True,False,False,0
-80.74664,92,2153.572017,False,False,True,False,False,0
-24.712922,36,2154.817458,False,False,True,False,False,0
-163.531022,185,2160.982207,False,False,True,False,False,0
-39.379241,177,2166.565622,False,False,True,False,False,0
-32.103764,81,2169.464122,False,False,True,False,False,0
-1587.036525,714,2193.039786,False,False,True,False,False,0
-60.475093,70,2195.594532,False,False,True,False,False,0
-49.536371,56,2197.426759,False,False,True,False,False,0
-63.399652,69,2199.699938,False,False,True,False,False,0
-43.90483,50,2201.113633,False,False,True,False,False,0
-71.01466,98,2204.388276,False,False,True,False,False,0
-27.511172,76,2206.766949,False,False,True,False,False,0
-25.193086,100,2210.122867,False,False,True,False,False,0
-32.469268,64,2212.27088,False,False,True,False,False,0
-47.010392,65,2214.519543,False,False,True,False,False,0
-96.004002,125,2218.442919,False,False,True,False,False,0
-205.317661,223,2225.891671,False,False,True,False,False,0
-47.476968,185,2232.307832,False,False,True,False,False,0
-98.666616,79,2234.877872,False,False,True,False,False,0
-83.901707,114,2239.29451,False,False,True,False,False,0
-21.197593,71,2241.983353,False,False,True,False,False,0
-31.656554,81,2245.057526,False,False,True,False,False,0
-401.455324,418,2256.205428,False,False,True,False,False,0
-49.779926,88,2258.440936,False,False,True,False,False,0
-31.418164,57,2259.678129,False,False,True,False,False,0
-160.756797,172,2263.767231,False,False,True,False,False,0
-90.282946,165,2267.75777,False,False,True,False,False,0
-52.565123,69,2269.447557,False,False,True,False,False,0
-56.198375,173,2273.411063,False,False,True,False,False,0
-81.970331,77,2275.104993,False,False,True,False,False,0
-104.543882,82,2276.993846,False,False,True,False,False,0
-28.151175,76,2278.703205,False,False,True,False,False,0
-18.897401,57,2280.015219,False,False,True,False,False,0
-74.35864,107,2282.395687,False,False,True,False,False,0
-24.465173,103,2284.75801,False,False,True,False,False,0
-43.130302,119,2287.495455,False,False,True,False,False,0
-149.865194,179,2291.660155,False,False,True,False,False,0
-57.746581,136,2294.683332,False,False,True,False,False,0
-32.112973,60,2295.959482,False,False,True,False,False,0
-42.348748,113,2298.598205,False,False,True,False,False,0
-35.905869,61,2299.940993,False,False,True,False,False,0
-26.257482,83,2301.679704,False,False,True,False,False,0
-114.439222,203,2306.142175,False,False,True,False,False,0
-57.012792,110,2308.662307,False,False,True,False,False,0
-34.286196,101,2310.780157,False,False,True,False,False,0
-34.171159,369,2319.399834,False,False,True,False,False,0
-36.78367,86,2321.447729,False,False,True,False,False,0
-41.680053,66,2322.892567,False,False,True,False,False,0
-134.500012,112,2325.533413,False,False,True,False,False,0
-30.982344,86,2327.505774,False,False,True,False,False,0
-66.623019,107,2329.828301,False,False,True,False,False,0
-51.492894,76,2331.57166,False,False,True,False,False,0
-97.567105,124,2334.310439,False,False,True,False,False,0
-25.064584,141,2337.643056,False,False,True,False,False,0
-37.332135,188,2341.78356,False,False,True,False,False,0
-181.767146,126,2344.676584,False,False,True,False,False,0
-27.282805,66,2346.351389,False,False,True,False,False,0
-33.184691,86,2348.260678,False,False,True,False,False,0
-130.322024,293,2354.823821,False,False,True,False,False,0
-30.819866,187,2359.239398,False,False,True,False,False,0
-124.319447,153,2365.025182,False,False,True,False,False,0
-211.681167,302,2374.108087,False,False,True,False,False,0
-165.129637,296,2382.326512,False,False,True,False,False,0
-26.702695,45,2383.378548,False,False,True,False,False,0
-26.275917,99,2386.051891,False,False,True,False,False,0
-28.743672,71,2387.855546,False,False,True,False,False,0
-24.801911,66,2389.503941,False,False,True,False,False,0
-29.623978,68,2391.059584,False,False,True,False,False,0
-26.509468,90,2393.454434,False,False,True,False,False,0
-77.476016,90,2395.738953,False,False,True,False,False,0
-29.218917,74,2397.824933,False,False,True,False,False,0
-28.441525,61,2400.576206,False,False,True,False,False,0
-187.637458,308,2407.695774,False,False,True,False,False,0
-99.722031,120,2410.409719,False,False,True,False,False,0
-182.580964,240,2415.558476,False,False,True,False,False,0
-100.436717,326,2422.668039,False,False,True,False,False,0
-26.794151,90,2424.671905,False,False,True,False,False,0
-105.734169,250,2430.203635,False,False,True,False,False,0
-23.274665,54,2431.452971,False,False,True,False,False,0
-151.663458,140,2434.509989,False,False,True,False,False,0
-100.993,268,2440.41182,False,False,True,False,False,0
-38.764855,126,2443.273226,False,False,True,False,False,0
-128.967896,243,2448.514985,False,False,True,False,False,0
-31.645246,97,2450.608282,False,False,True,False,False,0
-56.629705,130,2453.78856,False,False,True,False,False,0
-146.283642,168,2457.63574,False,False,True,False,False,0
-53.017795,217,2462.770214,False,False,True,False,False,0
-296.154843,276,2468.827959,False,False,True,False,False,0
-25.548472,53,2469.921508,False,False,True,False,False,0
-36.873801,80,2471.708447,False,False,True,False,False,0
-46.46283,116,2474.13299,False,False,True,False,False,0
-26.828375,71,2475.666273,False,False,True,False,False,0
-26.802338,55,2476.84572,False,False,True,False,False,0
-197.522564,189,2480.925411,False,False,True,False,False,0
-217.460753,293,2487.207872,False,False,True,False,False,0
-51.586466,88,2489.040064,False,False,True,False,False,0
-47.708207,58,2490.340437,False,False,True,False,False,0
-48.649388,139,2493.343722,False,False,True,False,False,0
-26.675248,56,2494.511718,False,False,True,False,False,0
-64.651868,98,2496.56569,False,False,True,False,False,0
-52.521687,133,2499.498077,False,False,True,False,False,0
-36.216302,118,2501.997875,False,False,True,False,False,0
-35.045183,97,2503.969292,False,False,True,False,False,0
-42.512949,99,2506.156585,False,False,True,False,False,0
-33.760783,106,2508.431227,False,False,True,False,False,0
-50.783178,137,2511.87655,False,False,True,False,False,0
-126.323487,182,2517.957912,False,False,True,False,False,0
-102.264888,303,2526.966976,False,False,True,False,False,0
