#{"t_start": 1786375012.1393752, "env_id": "None"}
r,l,t,completed,distance_failure,time_failure,joint_success,position_success,attitude_success,curriculum_progress,curriculum_ceiling,curriculum_rehearsal,episode_shell_outer_m,episode_target_tumble_scale
-38.808887,666,14755.675799,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-55.540672,1241,14783.396693,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-47.429545,2000,14827.620889,False,False,True,False,False,False,1.0,1.0,False,10.0,0.5
-35.475205,599,14840.835691,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-78.652441,1922,14882.437752,False,True,False,False,False,False,0.9120056670408359,1.0,True,9.384039669285851,0.5
-43.176301,845,14900.635756,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-68.771668,1553,14934.523154,False,True,False,False,False,False,0.8289763369897472,1.0,True,8.80283435892823,0.45
-30.852246,478,14945.177865,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-57.015393,1378,14975.279134,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-37.03681,643,14989.281694,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-51.088605,1104,15013.808248,False,True,False,False,False,False,0.9833196258933061,1.0,True,9.883237381253142,0.5
-47.042468,2000,15057.356253,False,False,True,False,False,False,1.0,1.0,False,10.0,0.5
-36.54481,629,15071.081733,False,True,False,False,False,False,0.839043196630747,1.0,True,8.87330237641523,0.45
-52.773802,1216,15098.140193,False,True,False,False,False,False,0.986439218479031,1.0,True,9.905074529353216,0.5
-48.827113,1148,15123.26833,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-41.546789,733,15139.95781,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-47.40795,2000,15183.881165,False,False,True,False,False,False,1.0,1.0,False,10.0,0.5
-69.599082,1947,15226.980002,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-62.932369,1481,15259.252668,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-38.536529,771,15275.881139,False,True,False,False,False,False,0.8786666730719428,1.0,True,9.1506667115036,0.45
-49.417211,1028,15298.173987,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-63.707936,1677,15336.208827,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-47.981064,2000,15380.679657,False,False,True,False,False,False,0.9288899713092489,1.0,True,9.502229799164741,0.5
-46.036606,2000,15424.121239,False,False,True,False,False,False,1.0,1.0,False,10.0,0.5
-70.961417,1639,15459.804418,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-42.179827,869,15478.891288,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-49.700934,1104,15503.021141,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-47.510112,1031,15525.705527,False,True,False,False,False,False,0.9497423857979489,1.0,True,9.648196700585643,0.5
-54.056299,1350,15555.36652,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-35.14521,585,15568.179448,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-63.869436,1720,15605.905482,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-54.942136,1348,15636.653906,False,True,False,False,False,False,0.9376403945518558,1.0,True,9.563482761862991,0.5
-52.560321,1182,15662.657974,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-45.740763,2000,15706.402634,False,False,True,False,False,False,0.8768696867054298,1.0,True,9.138087806938008,0.45
-58.842124,2000,15751.109292,False,False,True,False,False,False,1.0,1.0,False,10.0,0.5
-63.142754,1878,15792.483754,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-73.459133,1948,15834.876187,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-44.898438,1004,15856.640546,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-58.898657,1326,15885.479307,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-48.742689,1055,15908.747787,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-52.021661,1291,15936.397832,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-46.061136,1053,15959.254393,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-44.28037,2000,16002.829888,False,False,True,False,False,False,1.0,1.0,False,10.0,0.5
-34.32264,581,16015.279057,False,True,False,False,False,False,0.9406944633001708,1.0,True,9.584861243101194,0.5
-39.014236,2000,16058.711469,False,False,True,False,False,False,1.0,1.0,False,10.0,0.5
-54.399467,1233,16085.562823,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-63.695741,1683,16122.721576,False,True,False,False,False,False,0.9854928256590281,1.0,True,9.898449779613196,0.5
-35.653362,2000,16166.847456,False,False,True,False,False,False,1.0,1.0,False,10.0,0.5
-45.853419,2000,16210.595301,False,False,True,False,False,False,1.0,1.0,False,10.0,0.5
-40.641909,754,16227.102459,False,True,False,False,False,False,0.9182038574780022,1.0,True,9.427427002346015,0.5
-55.273954,1496,16260.655396,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-45.652248,2000,16304.995665,False,False,True,False,False,False,1.0,1.0,False,10.0,0.5
-45.734004,2000,16348.482965,False,False,True,False,False,False,1.0,1.0,False,10.0,0.5
-38.014726,2000,16392.167757,False,False,True,False,False,False,0.9989939223346385,1.0,True,9.99295745634247,0.5
-64.36421,2000,16436.084106,False,False,True,False,False,False,1.0,1.0,False,10.0,0.5
-31.652423,2000,16480.215359,False,False,True,False,False,False,1.0,1.0,False,10.0,0.5
-54.875421,1367,16510.268763,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-44.702955,899,16530.691125,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-45.189468,2000,16575.437646,False,False,True,False,False,False,1.0,1.0,False,10.0,0.5
-58.661065,1440,16607.300837,False,True,False,False,False,False,0.8703484496243631,1.0,True,9.092439147370541,0.45
-57.113429,1373,16637.346353,False,True,False,False,False,False,0.8879900242893434,1.0,True,9.215930170025404,0.45
-52.54009,2000,16681.113301,False,False,True,False,False,False,0.8398674269488201,1.0,True,8.87907198864174,0.45
-44.011197,2000,16724.636663,False,False,True,False,False,False,1.0,1.0,False,10.0,0.5
-48.07329,933,16745.200969,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-38.951072,2000,16789.101991,False,False,True,False,False,False,0.8790031809985681,1.0,True,9.153022266989977,0.45
-55.959526,1287,16816.980785,False,True,False,False,False,False,0.8259166172625293,1.0,True,8.781416320837705,0.45
-53.866518,1294,16845.556144,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-57.457968,2000,16889.025537,False,False,True,False,False,False,0.8395133424693993,1.0,True,8.876593397285795,0.45
-51.759675,2000,16933.164345,False,False,True,False,False,False,1.0,1.0,False,10.0,0.5
-62.156395,1439,16964.823501,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-42.440556,2000,17009.367887,False,False,True,False,False,False,0.8031165968848973,1.0,True,8.621816178194281,0.45
-52.932571,2000,17053.190333,False,False,True,False,False,False,1.0,1.0,False,10.0,0.5
-53.419412,1241,17080.378241,False,True,False,False,False,False,0.9230316458142214,1.0,True,9.46122152069955,0.5
-44.985972,961,17101.312016,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-53.662971,2000,17145.746663,False,False,True,False,False,False,0.8404137053167102,1.0,True,8.88289593721697,0.45
-51.757868,1087,17169.760835,False,True,False,False,False,False,0.9639092962999506,1.0,True,9.747365074099655,0.5
-44.569737,978,17191.158819,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-66.660509,1685,17228.133935,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-59.472608,1448,17259.422026,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-49.212505,1011,17281.213348,False,True,False,False,False,False,0.9459205069591292,1.0,True,9.621443548713904,0.5
-50.211481,1065,17304.439649,False,True,False,False,False,False,0.9364772611097159,1.0,True,9.555340827768012,0.5
-60.516,1527,17338.522458,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-68.354127,1971,17382.100453,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-61.124359,1614,17417.527103,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-46.857764,2000,17462.776078,False,False,True,False,False,False,1.0,1.0,False,10.0,0.5
-43.078796,796,17480.639561,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-50.049434,1126,17505.708332,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-56.716086,1438,17536.957999,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-53.96388,2000,17580.452172,False,False,True,False,False,False,1.0,1.0,False,10.0,0.5
-60.268889,1531,17613.981317,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-58.780073,1492,17646.428883,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-60.375704,1458,17678.195718,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-52.608776,1202,17704.221802,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-45.338225,967,17725.294917,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-48.074673,1030,17748.016891,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-40.947728,840,17766.105724,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-38.114147,662,17780.400805,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-69.410879,1854,17821.405145,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-58.308132,1515,17854.203437,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-49.630038,1088,17878.257685,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-53.808993,2000,17921.828106,False,False,True,False,False,False,1.0,1.0,False,10.0,0.5
-47.845906,2000,17965.667349,False,False,True,False,False,False,1.0,1.0,False,10.0,0.5
-55.063402,1122,17990.463771,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-55.112393,2000,18034.819541,False,False,True,False,False,False,1.0,1.0,False,10.0,0.5
-47.401972,1049,18057.989696,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-38.200877,2000,18101.870254,False,False,True,False,False,False,1.0,1.0,False,10.0,0.5
-52.252039,1215,18128.585848,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-40.954684,817,18146.353502,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-64.611119,1672,18182.699207,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-47.465113,1012,18205.032785,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-71.460997,1831,18244.940662,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-43.06503,930,18265.470513,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-40.823204,749,18281.70486,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-45.338426,2000,18325.087033,False,False,True,False,False,False,1.0,1.0,False,10.0,0.5
-46.114556,902,18345.922706,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-38.852031,714,18361.755921,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-45.475581,2000,18405.627047,False,False,True,False,False,False,1.0,1.0,False,10.0,0.5
-53.806541,1349,18434.79259,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-44.285012,923,18454.890794,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-63.660211,1740,18492.942321,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-45.245016,971,18514.561402,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-71.172101,1819,18554.442273,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-60.718485,1468,18586.780213,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-48.582106,1102,18610.937063,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-45.074093,950,18631.678493,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-47.542275,1036,18654.1284,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-52.337335,1162,18679.593973,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-43.080683,797,18697.122198,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-57.24256,1396,18728.257479,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-55.212508,2000,18772.381935,False,False,True,False,False,False,1.0,1.0,False,10.0,0.5
-61.015789,1595,18808.642051,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-39.751721,717,18824.625602,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-60.839075,1508,18857.616519,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-65.412366,1749,18895.682037,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-33.57271,583,18908.388546,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-43.319742,867,18927.410788,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-49.901743,2000,18972.663982,False,False,True,False,False,False,1.0,1.0,False,10.0,0.5
-46.848459,2000,19016.476326,False,False,True,False,False,False,1.0,1.0,False,10.0,0.5
-61.712056,1612,19051.3189,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-53.382316,1171,19076.73693,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-58.870153,1412,19107.856938,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-40.913652,773,19125.334838,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-67.735958,1867,19166.391025,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-48.35783,984,19188.180147,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-53.87153,1215,19214.681897,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-46.380085,996,19237.220546,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-64.502651,1511,19270.955956,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-55.907704,1345,19301.139099,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-59.139058,1336,19330.609984,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-47.639956,1070,19354.13207,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-41.424611,806,19371.863343,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-50.810542,1104,19396.567123,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-44.864707,934,19416.674628,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-52.552507,2000,19460.185478,False,False,True,False,False,False,1.0,1.0,False,10.0,0.5
-56.882587,1521,19493.407187,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-58.81507,2000,19537.078193,False,False,True,False,False,False,1.0,1.0,False,10.0,0.5
-36.678929,636,19550.82176,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-41.299394,808,19568.269863,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-46.879511,934,19588.472392,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-41.882485,780,19605.842157,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-52.383247,1222,19632.492899,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-62.881769,1634,19668.534451,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-46.315246,985,19690.119928,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-67.327628,1943,19732.460755,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-61.45636,1413,19763.95023,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-50.490659,2000,19807.442351,False,False,True,False,False,False,1.0,1.0,False,10.0,0.5
-51.689445,1234,19834.399762,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-55.243075,1313,19864.087912,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-47.488101,994,19886.011249,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-60.239979,1374,19916.814492,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-60.987315,1616,19951.951822,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-56.411551,1319,19980.635301,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-52.737571,2000,20024.488068,False,False,True,False,False,False,1.0,1.0,False,10.0,0.5
-45.604112,974,20045.738667,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-42.518489,825,20063.614854,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-58.515358,1311,20092.347026,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-52.897972,2000,20137.081367,False,False,True,False,False,False,1.0,1.0,False,10.0,0.5
-70.459581,1956,20179.929362,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-43.193787,882,20199.529341,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-52.364961,1172,20224.68899,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-55.147446,1453,20256.305944,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-50.862891,1096,20280.180132,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-58.436352,1306,20309.138371,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-43.687234,860,20328.112915,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-49.339036,1139,20353.466002,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-65.111466,1813,20393.232496,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-60.580225,1566,20427.612689,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-53.195813,1196,20453.700824,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-51.175869,2000,20497.45269,False,False,True,False,False,False,1.0,1.0,False,10.0,0.5
-60.217471,1252,20524.659042,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-42.741499,845,20543.530308,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-67.770859,1738,20581.819388,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-67.979636,1913,20624.182597,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-41.048399,774,20640.780107,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-62.899496,1824,20680.735269,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-64.987248,2000,20724.888623,False,False,True,False,False,False,1.0,1.0,False,10.0,0.5
-50.582808,1142,20750.941383,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-60.155755,1516,20784.418476,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-41.791339,2000,20828.126979,False,False,True,False,False,False,1.0,1.0,False,10.0,0.5
-62.432064,1533,20861.289111,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-36.420703,627,20875.149353,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-50.652649,1023,20897.043815,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-49.58636,2000,20941.303093,False,False,True,False,False,False,1.0,1.0,False,10.0,0.5
-38.813432,778,20958.470023,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-41.900646,760,20975.182523,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-37.559166,2000,21018.486668,False,False,True,False,False,False,1.0,1.0,False,10.0,0.5
-58.006912,1446,21050.997882,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-68.50947,1873,21092.619066,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-51.630857,2000,21136.056267,False,False,True,False,False,False,1.0,1.0,False,10.0,0.5
-35.399837,616,21149.483725,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-66.265632,1961,21194.732223,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-60.487923,1641,21230.761456,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-43.027832,2000,21274.440408,False,False,True,False,False,False,1.0,1.0,False,10.0,0.5
-47.566276,2000,21318.265361,False,False,True,False,False,False,1.0,1.0,False,10.0,0.5
-47.558911,993,21339.677132,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-50.101093,2000,21383.632988,False,False,True,False,False,False,1.0,1.0,False,10.0,0.5
-68.768505,1983,21426.629544,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-46.143672,2000,21470.221848,False,False,True,False,False,False,1.0,1.0,False,10.0,0.5
-39.16377,705,21486.174955,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-38.452163,2000,21530.647634,False,False,True,False,False,False,1.0,1.0,False,10.0,0.5
-50.498554,2000,21575.236468,False,False,True,False,False,False,1.0,1.0,False,10.0,0.5
-58.988298,1319,21604.192039,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-54.052597,2000,21647.745731,False,False,True,False,False,False,1.0,1.0,False,10.0,0.5
-41.93798,2000,21692.071923,False,False,True,False,False,False,1.0,1.0,False,10.0,0.5
-65.320394,1659,21728.560812,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
-57.917083,2000,21772.620461,False,False,True,False,False,False,1.0,1.0,False,10.0,0.5
-53.608647,1263,21800.212946,False,True,False,False,False,False,1.0,1.0,False,10.0,0.5
